checkpoint,layer,head,adjacent4_mass,adjacent4_expected,adjacent4_enrichment,adjacent4_ci_low,adjacent4_ci_high,adjacent8_mass,adjacent8_expected,adjacent8_enrichment,adjacent8_ci_low,adjacent8_ci_high,top_spatial_key_adjacent4,top_spatial_key_adjacent8,mean_attended_manhattan_distance,self_mass,special_token_mass
iteration_880,0,6,0.02459423802793026,0.027519550570873533,0.8937005698763336,0.8893235883756021,0.8980172539326904,0.04485861957073212,0.05100763200863094,0.8794491687663847,0.8760620191161556,0.8829241699524414,0.04930337519623234,0.08607240973312402,4.896517135748469,0.007406568620353937,0.6062025427818298
iteration_880,0,7,0.04025222361087799,0.04811575746927706,0.8365705067945756,0.8300978098076515,0.842527996370773,0.07608535885810852,0.0893914723721169,0.8511478426195065,0.8447151727588209,0.8574933421598361,0.07388147566718996,0.13871173469387754,4.891149406382128,0.0117358872666955,0.3147353529930115
iteration_880,1,0,0.05986478179693222,0.058538252719923974,1.0226608929268015,1.0182273935082002,1.0271296738325777,0.1095697358250618,0.10875125186248148,1.007526202674111,1.0034568541724236,1.0117618425122443,0.10025019623233909,0.1667484301412873,4.6994115347375525,0.01792244054377079,0.16309794783592224
iteration_880,1,1,0.12887798249721527,0.06303422655866392,2.044571489701277,2.020866624564736,2.0666270196249528,0.2219686210155487,0.1170454978258025,1.8964302355815694,1.8747943702248306,1.9158836492486695,0.26773449764521196,0.3817945447409733,3.5174576267167934,0.04254547134041786,0.07490738481283188
iteration_880,1,2,0.07760950177907944,0.05355128947152778,1.4492555183072289,1.4390165486247355,1.4591253089686391,0.13932785391807556,0.09922280438978534,1.4041918566496283,1.3955274809354938,1.413319240371896,0.2708006279434851,0.4268789246467818,4.100244320589855,0.02385457046329975,0.22292762994766235
iteration_880,1,3,0.060628898441791534,0.06578430383936354,0.9216316796456369,0.9139319937241235,0.9295490909723485,0.11413022130727768,0.12206651788334177,0.9349838373889819,0.9256919611965538,0.9436104891241907,0.08141189167974883,0.1485969387755102,4.80917958278595,0.017493246123194695,0.05996229127049446
iteration_880,1,4,0.11659999936819077,0.060432774862757,1.9294166060219755,1.9073958247463279,1.9510949054192215,0.20267441868782043,0.11218918349196325,1.806541525479051,1.7878037517844547,1.825281286731361,0.3224097331240188,0.4594044348508634,3.6506134810509967,0.038509875535964966,0.1149071529507637
iteration_880,1,5,0.06154067814350128,0.05382608178849212,1.1433245017782165,1.1345999438327397,1.152074859884298,0.11105073988437653,0.09967547457373924,1.1141230112952405,1.1050498191872506,1.122918641601466,0.1323587127158556,0.21916699372056514,4.576038083358416,0.019349994137883186,0.22244727611541748
iteration_880,1,6,0.0604064054787159,0.06667305715196298,0.9060092346003579,0.9001557216443827,0.912013819134946,0.11265932023525238,0.12391483642866086,0.909167323963758,0.9034553245649077,0.9148717736456962,0.038559654631083205,0.06900019623233909,4.890785934845245,0.017649270594120026,0.05035307630896568
iteration_880,1,7,0.08630137145519257,0.06352071046239775,1.3586335988209741,1.3453435836612035,1.3710037242637996,0.15718330442905426,0.11791650386544116,1.333005128853056,1.319052875117503,1.3463246147867416,0.20359105180533751,0.3251079277864992,4.14798415630748,0.02597961015999317,0.08391229063272476
