timestamp,gpu_util_pct,memory_util_pct,memory_used_mib,memory_total_mib,power_w,sm_clock_mhz
2026/08/01 23:19:32.455, 100, 83, 61503, 81559, 647.42, 1980
2026/08/01 23:19:33.455, 100, 83, 61503, 81559, 646.24, 1980
2026/08/01 23:19:34.455, 100, 63, 61503, 81559, 591.30, 1980
2026/08/01 23:19:35.456, 100, 64, 61503, 81559, 582.24, 1980
2026/08/01 23:19:36.456, 100, 64, 61503, 81559, 583.29, 1980
2026/08/01 23:19:37.456, 100, 64, 61503, 81559, 587.63, 1980
2026/08/01 23:19:38.457, 100, 64, 61503, 81559, 587.06, 1980
2026/08/01 23:19:39.457, 100, 84, 61503, 81559, 600.60, 1980
2026/08/01 23:19:40.457, 100, 83, 61503, 81559, 644.40, 1980
2026/08/01 23:19:41.457, 100, 83, 61503, 81559, 644.81, 1980
2026/08/01 23:19:42.458, 100, 83, 61503, 81559, 633.60, 1980
2026/08/01 23:19:43.458, 100, 64, 61503, 81559, 585.77, 1980
2026/08/01 23:19:44.458, 100, 64, 61503, 81559, 581.93, 1980
2026/08/01 23:19:45.459, 100, 63, 61503, 81559, 582.13, 1980
2026/08/01 23:19:46.459, 100, 63, 61503, 81559, 581.55, 1980
2026/08/01 23:19:47.459, 100, 64, 61503, 81559, 583.38, 1980
2026/08/01 23:19:48.460, 100, 84, 61503, 81559, 635.57, 1980
2026/08/01 23:19:49.460, 100, 83, 61503, 81559, 643.64, 1980
2026/08/01 23:19:50.461, 100, 83, 61503, 81559, 647.36, 1980
2026/08/01 23:19:51.461, 96, 36, 61509, 81559, 530.24, 1980
2026/08/01 23:19:52.461, 100, 64, 61509, 81559, 479.26, 1980
2026/08/01 23:19:53.461, 100, 64, 61509, 81559, 582.28, 1980
2026/08/01 23:19:54.462, 100, 64, 61509, 81559, 590.25, 1980
2026/08/01 23:19:55.462, 100, 63, 61509, 81559, 575.20, 1980
2026/08/01 23:19:56.462, 100, 64, 61509, 81559, 581.21, 1980
2026/08/01 23:19:57.462, 100, 83, 61509, 81559, 605.64, 1980
2026/08/01 23:19:58.462, 100, 84, 61509, 81559, 643.15, 1980
2026/08/01 23:19:59.463, 100, 84, 61509, 81559, 644.44, 1980
2026/08/01 23:20:00.463, 100, 83, 61509, 81559, 645.60, 1980
2026/08/01 23:20:01.463, 100, 64, 61509, 81559, 579.52, 1980
